Author,Title,Citation,PlaceofPublication,Publisher_Printer,YearOfPublications,PresumedGender,BirthCountry,Language(Original),LanguageofTranslation,Date-Travel_Begin,Date-Travel_End,Calendar-Conversion-Dates,Century,DecadeMaterialCovers,Latitude,Longitude,PlaceDescribed,Place-ModernName,Country,Region,Continent,TranscriptionofDescription,Pages,Graphic,Page_Graphic,Repository,URI
Athanasius Nikitin,"The Travels of Athanasius Niktin, a Native of Twer.","Athanasius Nikitin ""The Travels of Athanasius Niktin, a Native of Twer,"" in India in the Fifteenth Century: Being a Collection of Narratives of Voyages to India, in the Century Preceeding the Portuguese Discovery of the Cape of Good Hope, ed. Richard Henry Major, trans. Count Wielhorsky (London: Printed for the Hakluyt society, 1857), 25.",London,Printed for the Hakluyt society,1857,Male,Russia,Russian,English,1466,1469,,15th century,1460s,35.7013,52.05862,Dimovand (Demowend),"Damavand, Tehran Province",Iran,Western Asia,Asia,"Then I went to Dimovand (Demowend), …",7,,,HathiTrust,https://catalog.hathitrust.org/Record/100159067
Athanasius Nikitin,"The Travels of Athanasius Niktin, a Native of Twer.","Athanasius Nikitin ""The Travels of Athanasius Niktin, a Native of Twer,"" in India in the Fifteenth Century: Being a Collection of Narratives of Voyages to India, in the Century Preceeding the Portuguese Discovery of the Cape of Good Hope, ed. Richard Henry Major, trans. Count Wielhorsky (London: Printed for the Hakluyt society, 1857), 30.",London,Printed for the Hakluyt society,1857,Male,Russia,Russian,English,1466,1469,,15th century,1460s,29.44572,55.6809,Sirjan (or Kirwan),"Sirjan, Kerman Province",Iran,Western Asia,Asia,From Yezd I proceeded to Sirjan (or Kirwan),8,,,HathiTrust,https://catalog.hathitrust.org/Record/100159067
Athanasius Nikitin,"The Travels of Athanasius Niktin, a Native of Twer.","Athanasius Nikitin ""The Travels of Athanasius Niktin, a Native of Twer,"" in India in the Fifteenth Century: Being a Collection of Narratives of Voyages to India, in the Century Preceeding the Portuguese Discovery of the Cape of Good Hope, ed. Richard Henry Major, trans. Count Wielhorsky (London: Printed for the Hakluyt society, 1857), 31.",London,Printed for the Hakluyt society,1857,Male,Russia,Russian,English,1466,1469,,15th century,1460s,28.18042,55.74533,Tarom (Tarem),"Tarom, Hormozgan Province",Iran,Western Asia,Asia,"From Yezd I proceeded to Sirjan (or Kirwan) and to Tarom (Tarem), where the cattle are fed with dates at four altyn the batman ;'",8,,,HathiTrust,https://catalog.hathitrust.org/Record/100159067
Athanasius Nikitin,"The Travels of Athanasius Niktin, a Native of Twer.","Athanasius Nikitin ""The Travels of Athanasius Niktin, a Native of Twer,"" in India in the Fifteenth Century: Being a Collection of Narratives of Voyages to India, in the Century Preceeding the Portuguese Discovery of the Cape of Good Hope, ed. Richard Henry Major, trans. Count Wielhorsky (London: Printed for the Hakluyt society, 1857), 31.",London,Printed for the Hakluyt society,1857,Male,Russia,Russian,English,1466,1469,,15th century,1460s,27.66277,54.32231,Lar,"Lar, Fars Province",Iran,Western Asia,Asia,"and from Tarem to Lar,",8,,,HathiTrust,https://catalog.hathitrust.org/Record/100159067
Athanasius Nikitin,"The Travels of Athanasius Niktin, a Native of Twer.","Athanasius Nikitin ""The Travels of Athanasius Niktin, a Native of Twer,"" in India in the Fifteenth Century: Being a Collection of Narratives of Voyages to India, in the Century Preceeding the Portuguese Discovery of the Cape of Good Hope, ed. Richard Henry Major, trans. Count Wielhorsky (London: Printed for the Hakluyt society, 1857), 31-32.",London,Printed for the Hakluyt society,1857,Male,Russia,Russian,English,1466,1469,,15th century,1460s,27.19625,56.28836,Bender (Bunder-Abbas),"Bandarabbas, Hormozgan Province",Iran,Western Asia,Asia,and from Lar to Bender (Bunder-Abbas);,8,,,HathiTrust,https://catalog.hathitrust.org/Record/100159067
Athanasius Nikitin,"The Travels of Athanasius Niktin, a Native of Twer.","Athanasius Nikitin ""The Travels of Athanasius Niktin, a Native of Twer,"" in India in the Fifteenth Century: Being a Collection of Narratives of Voyages to India, in the Century Preceeding the Portuguese Discovery of the Cape of Good Hope, ed. Richard Henry Major, trans. Count Wielhorsky (London: Printed for the Hakluyt society, 1857), 32.",London,Printed for the Hakluyt society,1857,Male,Russia,Russian,English,1466,1469,,15th century,1460s,27.05927,56.46079,Hormyz (Hormuz),Hormuz Island,Iran,Western Asia,Asia,"and here there is a seaport, Hormyz (Hormuz), and the Indian Sea, called in the Persian tongue Doria of Hondustan.
 
 Hormuz is four miles across the water and stands on an island. Twice a day the sea flows around it, and here I celebrated the first great day, having reached Hormuz four weeks before the great day. I have not named the many and large cities through which I passed.
 
 At Hormuz the sun is scorching and burns man. I stopped there a month.",8,,,HathiTrust,https://catalog.hathitrust.org/Record/100159067
Athanasius Nikitin,"The Travels of Athanasius Niktin, a Native of Twer.","Abd-Er-Razzak, ""Narrative of the Voyage of Abd-er-Razzak, Ambassador from Shah Rukh, A.H. 845, A.D. 1442,"" in India in the Fifteenth Century: Being a Collection of Narratives of Voyages to India, in the Century Preceeding the Portuguese Discovery of the Cape of Good Hope, ed. and trans. Richard Henry Major (London: Printed for the Hakluyt society, 1857), 5.",London,Printed for the Hakluyt society,1857,Male,Russia,Russian,English,1466,1469,,15th century,1460s,23.58803,58.38287,Moshkat (Muscat),Muscat,Oman,Arabia; Middle East,Asia,"On the first week after the great day, I shipped my horses in a tava, and sailed across the Indian Sea in ten dayes to Moshkat (Muscat).",8,,,HathiTrust,https://catalog.hathitrust.org/Record/100159067
Athanasius Nikitin,"The Travels of Athanasius Niktin, a Native of Twer.","Abd-Er-Razzak, ""Narrative of the Voyage of Abd-er-Razzak, Ambassador from Shah Rukh, A.H. 845, A.D. 1442,"" in India in the Fifteenth Century: Being a Collection of Narratives of Voyages to India, in the Century Preceeding the Portuguese Discovery of the Cape of Good Hope, ed. and trans. Richard Henry Major (London: Printed for the Hakluyt society, 1857), 8.",London,Printed for the Hakluyt society,1857,Male,Russia,Russian,English,1466,1469,,15th century,1460s,22.31808,72.61898,Kanbat (Cambay),"Khambhat, Gujarat",India,Southern Asia,Asia,"Thence in four days to Degh(?); and farther to Kuzrat (Gujrat) and Kanbat (Cambay), where the indigo grows; and lastly to Chivil.",8,,,HathiTrust,https://catalog.hathitrust.org/Record/100159067
Athanasius Nikitin,"The Travels of Athanasius Niktin, a Native of Twer.","Abd-Er-Razzak, ""Narrative of the Voyage of Abd-er-Razzak, Ambassador from Shah Rukh, A.H. 845, A.D. 1442,"" in India in the Fifteenth Century: Being a Collection of Narratives of Voyages to India, in the Century Preceeding the Portuguese Discovery of the Cape of Good Hope, ed. and trans. Richard Henry Major (London: Printed for the Hakluyt society, 1857), 13.",London,Printed for the Hakluyt society,1857,Male,Russia,Russian,English,1466,1469,,15th century,1460s,18.56559,72.943,Chivil,"Chaul, Maharashtra",India,Southern Asia,Asia,"Thence in four days to Degh(?); and farther to Kuzrat (Gujrat) and Kanbat (Cambay), where the indigo grows; and lastly to Chivil. 
 
 This is an Indian country. People go about naked, with their heads uncovered and bare breasts; the hair tressed into one tail, and thick bellies. They bring forth children every year and the children are many; and men and women are black. When I go out many people follow me, and stare at the white man.
 
 Their kniaz wears a fata on the head; and another on the loins; the boyars wear it on the shoulders and on the loins; the kniaginies wear it also round the shoulders and the loins. The servants of the kniaz and of the boyars attach the fata round the loins, carrying in the hand a shield and a sword, or a scimitar, or knives, or a sabre, or a bow and arrows--but all naked and barefooted. Women walk about with their heads uncovered and their breasts bare. Boys and girls go naked till seven years, and do not hide their shame.
 
 We sailed six weeks in the tava till we reached Chivil, and left Chivil on the seventh week after the great day.",45147,,,HathiTrust,https://catalog.hathitrust.org/Record/100159067
Athanasius Nikitin,"The Travels of Athanasius Niktin, a Native of Twer.","Abd-Er-Razzak, ""Narrative of the Voyage of Abd-er-Razzak, Ambassador from Shah Rukh, A.H. 845, A.D. 1442,"" in India in the Fifteenth Century: Being a Collection of Narratives of Voyages to India, in the Century Preceeding the Portuguese Discovery of the Cape of Good Hope, ed. and trans. Richard Henry Major (London: Printed for the Hakluyt society, 1857), 22-27.",London,Printed for the Hakluyt society,1857,Male,Russia,Russian,English,1466,1469,,15th century,1460s,17.91039,77.5199,Beuruk (Beder),"Bidar, Karnataka",India,Southern Asia,Asia,"We left Jooneer on the eve of the Assumption of the very holy (Virgin)? for Beuruk (Beder), a large city, and we were a month on the road. 
 
 […]
 
 Between these large towns there are many small ones: three for each day, and occasionally four ; so many kors, so many towns. ...
 
 In Beder there is a trade in horses, goods, stuffs, silks, and all sorts of other merchandise, and also in black people ; but no other article is sold but Indian goods, and every kind of eatables ; no goods, however, that will do for Russia. And all are black and wicked, and the women all harlots, or witches, or thieves and cheats; and they destroy their masters with poison.
 
 The rulers and the nobles in the land of India are all Khorassanians. The Hindoos walk all on foot and walk fast. They are all naked and bare-footed, and carry a shield in one hand and a sword in the other. Some of the servants are armed with straight bows and arrows. Elephants are greatly used in battle. The men on foot are sent first, the Khorassanians being mounted in full armour, man as well as horse. Large scythes' are attached to the trunks. and tusks of the elephants, and the animals are clad in ornamental plates of steel. They carry a citadel, and in the citadel twelve men in armour with guns and arrows. ...
 
 Beder is the chief town of the whole of Mahomedan Hindostan ; the city is large, and contains a great many people.
 
 The sultan (of Beder) is a little man, twenty years old, in the power of the nobles. Khorassanians rule the country and serve in war. There is a Khorassanian Boyar, Melik-Tuchar, who keeps an army of 200,000 men ; Melik Khan keeps 100,000 ; Kharat Khan, 20,000, and many are the khans that keep 10,000 armed men. ...
 
 The land is overstocked with people ; but those in the country are very miserable, whilst the nobles are extremely opulent and delight in luxury. They are wont to be carried on their silver beds, preceded by some twenty chargers caparisoned in gold, and followed by 300 men on horseback and 500 on foot, and by horn-men, ten torchbearers and ten musicians.
 
 [...]
 
 Throughout the night the town of Beder is guarded by Beder and 1000 men kutocalories, mounted on horses in full armour, carrying each a light.
 
 I sold my stallion at Beder, and got by him 60 and 8 footoons, having kept him a whole year. Snakes crawl about in the streets of Beder, in length two sajen (fourteen feet).","11, 12, 13, 14, 15",,,HathiTrust,https://catalog.hathitrust.org/Record/100159067
Athanasius Nikitin,"The Travels of Athanasius Niktin, a Native of Twer.","Poggio Bracciolini, ""The Travels Of Nicolò Conti In The East In The Early Part Of The Fifteenth Century.""in India in the Fifteenth Century: Being a Collection of Narratives of Voyages to India, in the Century Preceeding the Portuguese Discovery of the Cape of Good Hope, ed. Richard Henry Major, trans. J. Winter Jones (London: Printed for the Hakluyt society, 1857), 3-4.",London,Printed for the Hakluyt society,1857,Male,Russia,Russian,English,1466,1469,,15th century,1460s,17.9208,77.52973,Sultan's palace,Rangeen Mahal,India,Southern Asia,Asia,"The sultan's palace has seven gates, and in each gate are seated 100 guards and 100 Mahommedan scribes, who enter the names of all persons going in and out. Foreigners are not admitted into the town. This palace is very wonderful; everything in it is carved or gilded, and, even to the smallest stone, is cut and ornamented with gold most wonderfully. Several courts of justice are within the building.",14-15,,,HathiTrust,https://catalog.hathitrust.org/Record/100159067
Athanasius Nikitin,"The Travels of Athanasius Niktin, a Native of Twer.","Poggio Bracciolini, ""The Travels Of Nicolò Conti In The East In The Early Part Of The Fifteenth Century.""in India in the Fifteenth Century: Being a Collection of Narratives of Voyages to India, in the Century Preceeding the Portuguese Discovery of the Cape of Good Hope, ed. Richard Henry Major, trans. J. Winter Jones (London: Printed for the Hakluyt society, 1857), 5.",London,Printed for the Hakluyt society,1857,Male,Russia,Russian,English,1466,1469,,15th century,1460s,16.07327,78.86872,Perrota,"Srisailam, Andhra Pradesh",India,Southern Asia,Asia,"Having spent four months at Beder, I agreed with some Hindoos to go to Perrota, which is their Jerusalem ; its Mahommedan name is Gkhat Deikh Bootkhana. We were a month on the route. A fair is held there during five days.",15,,,HathiTrust,https://catalog.hathitrust.org/Record/100159067
Athanasius Nikitin,"The Travels of Athanasius Niktin, a Native of Twer.","Poggio Bracciolini, ""The Travels Of Nicolò Conti In The East In The Early Part Of The Fifteenth Century.""in India in the Fifteenth Century: Being a Collection of Narratives of Voyages to India, in the Century Preceeding the Portuguese Discovery of the Cape of Good Hope, ed. Richard Henry Major, trans. J. Winter Jones (London: Printed for the Hakluyt society, 1857), 5.",London,Printed for the Hakluyt society,1857,Male,Russia,Russian,English,1466,1469,,15th century,1460s,16.07327,78.86872,Bootkhana,"Mallikarjuna Temple, Srisailam, Andhra Pradesh",India,Southern Asia,Asia,"Bootkhana is a very extensive building, about the half of Twer, built in stone, and exhibiting in carvings on the walls the deeds of Boot. All around it are cut out twelve wreaths, in which are shown how Boot achieved miracles; how he appeared in different forms; first in the shape of a man, then as a man with an elephant's nose, then as a man with a monkey's face, and again as a man with the appearance of a savage beast and a tail rising a sajen (seven fect) above him.
 
 People from all parts of the land of India congregate at Bootkhana, to witness the wonders of Boot. Old women and girls shave their hair at Bootkhana, and everyone coming there shaves his beard and head and whatever hair is on his body; and a tribute of two mehshenics is levied on each head for the sake of Boot, and also of four fonties on each horse. Twenty millions of people assemble at Bootkhana, but sometimes a hundred millions.
 
 At Bootkhana, Boot is sculptured in stone of an immense size, his tail rising over him. His right hand is lifted up high and extended like that of Justian (Justinian?), emperor of Constantinople ; his left holding a sword; he is quite uncovered, with only a small cloth round the loins, and has the appearance of a monkey. Some other budhs (idols) are naked, without anything on their hinder parts, and the wives of Boot and their children are also sculptured naked.
 
 A huge bull, carved in black stone and gilded, stands before Boot; people kiss his hoof and adorn him with flowers as well as Boot.",16-17,,,HathiTrust,https://catalog.hathitrust.org/Record/100159067
Athanasius Nikitin,"The Travels of Athanasius Niktin, a Native of Twer.","Poggio Bracciolini, ""The Travels Of Nicolò Conti In The East In The Early Part Of The Fifteenth Century.""in India in the Fifteenth Century: Being a Collection of Narratives of Voyages to India, in the Century Preceeding the Portuguese Discovery of the Cape of Good Hope, ed. Richard Henry Major, trans. J. Winter Jones (London: Printed for the Hakluyt society, 1857), 5.",London,Printed for the Hakluyt society,1857,Male,Russia,Russian,English,1466,1469,,15th century,1460s,16.07327,78.86872,"Pervota (Koka, Tparvat)","Srisailam, Andhra Pradesh",India,Southern Asia,Asia,"During Lent they go to Pervota, their Jerusalem. In Mahommedan it is named Koka, in Russian Jerusalem, in the Hindoo tongue Tparvat.
 
 They come hither all naked, with only a small linen round their loins; and the women also naked, with a fota round the middle; but some are dressed in fotas, wcaring necklaces of sapphire, bracelets round the arms, and golden rings, ollooak. They drive into thc Bootkhana on bulls, the horns of which are cased in brass. These animals, called “ach-chce,"" have their feet shod, and carry round the neck 300 bells.",18,,,HathiTrust,https://catalog.hathitrust.org/Record/100159067
Athanasius Nikitin,"The Travels of Athanasius Niktin, a Native of Twer.","Poggio Bracciolini, ""The Travels Of Nicolò Conti In The East In The Early Part Of The Fifteenth Century.""in India in the Fifteenth Century: Being a Collection of Narratives of Voyages to India, in the Century Preceeding the Portuguese Discovery of the Cape of Good Hope, ed. Richard Henry Major, trans. J. Winter Jones (London: Printed for the Hakluyt society, 1857), 5.",London,Printed for the Hakluyt society,1857,Male,Russia,Russian,English,1466,1469,,15th century,1460s,27.05927,56.46079,Ormuz,Hormuz,Iran,Western Asia,Asia,"It takes ten days to go by sea from Ormuz to Golat (Kalat); ...
 
 Hormuz is a vast emporium of all the world ; you find Hormuz. there people and goods of every description, and whatever thing is produced on earth you find it in Hormuz. But the duties are high, one tenth of everything.",19,,,HathiTrust,https://catalog.hathitrust.org/Record/100159067
Athanasius Nikitin,"The Travels of Athanasius Niktin, a Native of Twer.","Poggio Bracciolini, ""The Travels Of Nicolò Conti In The East In The Early Part Of The Fifteenth Century.""in India in the Fifteenth Century: Being a Collection of Narratives of Voyages to India, in the Century Preceeding the Portuguese Discovery of the Cape of Good Hope, ed. Richard Henry Major, trans. J. Winter Jones (London: Printed for the Hakluyt society, 1857), 7.",London,Printed for the Hakluyt society,1857,Male,Russia,Russian,English,1469,1472,,15th century,1470s,17.58726,73.17478,Dabyl (Dabul),"Dabhol, Maharashtra",India,Southern Asia,Asia,"...to go by sea… and from Chivil to Dabyl (Dabul) six days.
 
 Dabul is the last seaport in Hindostan belonging to the Calicut. 
 
  Dabyl (Dabul) is also a very extensive seaport, where many horses are brought from Mysore, Rabast (Arabia), Khorassan, Turkestan, Neghostan. It takes a month to walk by land from this place to Beder and to Kulburgha.
 [travel destinations listed]
 Dabyl (Dabul) is also a very extensive seaport, where many horses are brought from Mysore, Rabast (Arabia), Khorassan, Turkestan, Neghostan. It takes a month to walk by land from this place to Beder and to Kulburgha.",19-20,,,HathiTrust,https://catalog.hathitrust.org/Record/100159067
Athanasius Nikitin,"The Travels of Athanasius Niktin, a Native of Twer.","Poggio Bracciolini, ""The Travels Of Nicolò Conti In The East In The Early Part Of The Fifteenth Century.""in India in the Fifteenth Century: Being a Collection of Narratives of Voyages to India, in the Century Preceeding the Portuguese Discovery of the Cape of Good Hope, ed. Richard Henry Major, trans. J. Winter Jones (London: Printed for the Hakluyt society, 1857), 7-8.",London,Printed for the Hakluyt society,1857,Male,Russia,Russian,English,1469,1472,,15th century,1470s,11.25875,75.78041,Colecot (Calicut),"Kozhikode, Kerala",India,Southern Asia,Asia,"… [Dabul] From there to Colecot (Calicut) you have to travel twenty-five days, ... by sea. 
 
 Calecot (Calicut) is a port for the whole Indian sea, which God forbid any craft to cross, and whoever saw it will not go over it healthy. The country produces pepper, ginger, colour plants, muscat, cloves, cinnamon, aromatic roots, adrach (?) and every description of spices, and everything is cheap, and servants and maids are very good.
 
 [...]
 
 at Lecot (Calicut ?), pepper, muscat, cloves, Indian peas and colour plants;","19, 20",,,HathiTrust,https://catalog.hathitrust.org/Record/100159067
