Author,Title,Citation,PlaceofPublication,Publisher_Printer,YearOfPublications,PresumedGender,BirthCountry,Language(Original),LanguageofTranslation,Date-Travel_Begin,Date-Travel_End,Calendar-Conversion-Dates,Century,DecadeMaterialCovers,Latitude,Longitude,PlaceDescribed,Place-ModernName,Country,Region,Continent,TranscriptionofDescription,Pages,Graphic,Page_Graphic,Repository,URI
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 103-5.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,45.4186,-75.6927,Ottawa,"Ottawa, Ontario",Canada,Northern America,North America,"I now took the steamer up the River Ottawa, to visit the city of that name,—the political metropolis of the Dominion. This stream flows through thickly-wooded country, with extensive saw-mills on the banks, for the conversion of pine logs into planks, etc. Ottawa is situated on the river of that name, at its junction with the Rideau; the city being on a hill, between the two rivers, and divided into the Upper and Lower Town, by the Rideau Canal. It has a population of 25,000; is the centre of the lumber trade of the Ottawa and its tributaries; and otherwise possesses some extensive flour-mills, and manufactories of agricultural implements, mill machinery, &c. Facing it, on the opposite side of the river, are the suburbs of Hull, and New Edinburgh, connected with the city by several bridges. The great feature, however, of Ottawa, is that imposing pile, or rather piles of building,— forming as they do three sides of a quadrangle,—occupied as the Parliament Houses and Government Offices. These buildings are situated on a hill, descending abruptly to the river; are built in the Italian Gothic style; and, with their irregular towers, and pinnacles glittering in the sun, form as imposing a structure, as is to be seen in America. The south side of the quadrangle is formed by the Houses of Parliament; whilst the east and west sides, are taken up by the Departmental Offices. The two wings containing the latter, are quite detached from the front, forming the Parliament Houses; and there are thus three distinct blocks of building, which together form a pile, of which Canadians may justly be proud; and a fit abode, for the Legislature of the great colony. The interior of the Houses of Parliament is very fine; the Chambers for the two branches of the Legislature have beautiful stained glass windows, but are still very light. The Chamber of the Commons, to my mind, is far handsomer than its prototype at Westminster; but like it, its acoustic properties are bad. Facing the Speaker's chair is a fine statue of Her Majesty, and busts of the Prince and Princess of Wales; and the corridors contain portraits of former Speakers. The Parliament Library is a handsome structure, containing forty thousand volumes. The most important edifice in the city, after the Government buildings, is the Catholic Cathedral of Notre Dame. This is a large stone building, with two spires covered with shining tin,—poor in style,—but having a very picturesque appearance, when seen from a distance. The scenery in the vicinity is very beautiful; consisting of well-timbered country, watered by several rivers, interspersed with numerous waterfalls. The principal of these are the Falls of the Chaudiére, and the Rideau; the former being especially beautiful.",103-5,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 118-9.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,43.8467,-73.423,Ticonderoga,"Ticonderoga, New York",United States of America,Northern America,North America,"A delightful trip through these various beautiful scenes brought us to Fort Ticonderoga, a ruin standing on a high rocky eminence. This fort was built by the French in 1756, and was named by them Carillon; but this has been supplanted by its present Indian appellation of Ticonderoga, which signifies “noisy,” so called from the Falls in the vicinity. Though now a ruin, it has been the scene of many a fierce struggle in former times. In 1758, it was attacked by an English force of 16,000 men, under Abercrombie, who was however repulsed, with a loss of 2,000 men; but in the following year, it was abandoned by the French, and taken possession of by the British. Ticonderoga has been held successively by the French, the British, the French again, the American Colonists, and was finally reduced by General Burgoyne; when it remained in the hands of the British, until the termination of the revolutionary war, and was then ceded to the Americans. The scenery in the vicinity of this old fortress is very beautiful, and the drive of four miles along the sparkling stream, that connects Lake Champlain with Lake George, is delightful. This turbulent little stream, has a descent of 230 feet; in the course of which, there are two series of lovely cascades, called the Falls of Ticonderoga. The romantic beauty of these, is however, marred by the factories that have been erected along the banks, near the villages of Alexandria and Ticonderoga. The scenery however, varies continually; and openings in the foliage, reveal vistas of the lake, with the hills and valleys of Vermont in the background; whilst the little stream foams, and tumbles, beside us, presenting at every turn, new and beautiful combinations, of rock draped with rich verdure, the colours of which harmonize beautifully with the dark blue of the lake, glimpses of which we are continually obtaining.",118-9,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 124-6.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,43.0817,-73.7823,Saratoga,"Saratoga Springs, New York",United States of America,Northern America,North America,"Saratoga contains a population of 9,000; but during the months of July and August, this number is increased by visitors to 30,000. The hotels are colossal; the principal being the Grand Union, the Congress Hall, and the United States, which are only open for four months out of the year, and will alone repay a visit to Saratoga. The Grand Union has over a mile in length of piazzas, two miles of halls, ten acres of carpets, and eight hundred bedrooms. These hotels are, in spite of their great size, very comfortable; and their proprietors cater for the amusement of their guests, during the season, by having good bands, and balls every night. They will each accommodate from a thousand to fifteen hundred guests. The arrivals at Saratoga, during the season, often amount to a thousand daily. And now a few words about the Springs, which are chalybeate or acidulous saline, according to the relative proportion of their particles; the constituent ones being carbonate of soda, chloride of sodium, carbonate of magnesia, hydriodate of soda, silica and alumina, carbonic acid gas, with occasional traces of iodine and potassa. The principal are Congress and Columbia Springs, both situated in a tastefully laid out little park, and over them elegant light structures have been erected; Excelsior Spring, situated in Excelsior Park; High Rock Spring, situated on the top of a rock, whence its name; the Hamilton and Hathorn Springs, in the centre of the town; the Washington, United States, and Empire Springs; Red Spring, so called from the colour of its waters when agitated; the Star, Eureka, and White Sulphur Springs. Putnam Spring is used for bathing purposes, being chalybeate. The most remarkable is the Geyser, or Spouting Spring, the waters of which spout up high in the air, through a shaft sunk 140 feet through the solid rock; and are very saline, and only fourteen degrees above zero. The Glacier Spring is another geyser, in close proximity to it. Life in Saratoga, in the great hotels, may be summed up in a few words. It is ephemeral, only lasting a couple of months; and during that period wealth, beauty, fashion, and other
 ingredients not so desirable, meet and intermingle, in the whirl and excitement of the
 ballroom at night; visits to the Springs in the morning; and promenades or drives, in the
 afternoon....",124-6,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 126.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,42.7283,-73.6908,Troy,"Troy, New York",United States of America,Northern America,North America,"Taking train again, a pleasant journey through some of the fine midland counties of the Empire State,—as the State of New York is called, brought me to the important city of Troy. This remarkably pretty town contains many fine public edifices, churches, and private residences; and has a population of 45,000. It is the seat of some very extensive manufactures, the principal of which are large iron-works, and factories for the manufacture of carriages, boots and shoes, and hosiery. A notable feature, and a prominent landmark, is the Theological Seminary of St. Joseph, a fine structure of the Byzantine order of architecture, on Mount Ida. The city also contains the great Watervliet Arsenal, where are kept many relics of the battles that were fought around Saratoga and Yorkton. Six miles from Troy is the city of Albany, the capital of the Empire State, built on the River Hudson, at the head of its tide-water.",126,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 126-7.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,42.6521,-73.7525,Albany,"Albany, New York",United States of America,Northern America,North America,"Albany, after Jamestown in Virginia, is the oldest settlement in the original thirteen States. It was founded by the Dutch in 1612, and named by them Williamstadt, until 1664, when it fell into the hands of the British, and was re-named by them Albany, in honour of the Duke of York and Albany, afterwards James II. The city has a population of 80,000, and is a place of great commercial importance, from its position on the Hudson, and its proximity to the great Erie and Champlain Canals; the former of which gives it the command of a fine water-way to the west; and the latter, facilities of cheap water carriage to the north. It is also the centre of a large railway system. Albany is situated on a high ridge, and with its numerous spires, presents a very imposing appearance, when seen from the opposite side of the river. Statestreet, its principal thoroughfare, ascends from the water's edge to the height, on which stand the Capitol, and principal public buildings. The present State House is a plain, unpretentious building; but the new Capitol now in course of erection, in close proximity to it, will be, when completed, the finest edifice in the whole country; with the exception alone of the Federal Capitol at Washington. The State Library is a fine building, containing 90,000 volumes; and amongst other historical relics and curiosities, the original Arnold and André Correspondence. The City Hall is a beautiful white marble structure, with a fine portico, supported upon six Ionic columns. Albany possesses several public libraries, museums, and establishments devoted to educational purposes; amongst the latter may be mentioned the Normal School, for the training of teachers. Its churches are numerous, and many of them are handsome structures.",126-7,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 136-7.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,40.7338,-73.9855,New York City,"New York City, New York",United States of America,Northern America,North America,"The City of New York, the commercial metropolis of the United States, and the largest city in the Western Hemisphere, is situated at the mouth of the Hudson, and occupies the whole extent of Manhattan Island; which is thirteen and a half miles long, by a width varying from a few hundred yards to two miles and a quarter. It also takes up a portion of the mainland, and three small islands in East River—viz., Randall's, Ward's, and Blackwell's. The area of New York is forty-one and a half square miles, of which twentyone and a half are on Manhattan Island, nineteen on the mainland, and about three quarters of a mile on the smaller islands. Its greatest length is sixteen miles, and its greatest width four and a half. It is separated from the City of Brooklyn by a branch of the Hudson called East River; and from its other leading dependency, Jersey City, by the Hudson proper. The older portion of the city is irregularly laid out; the larger and newer portion is more regular. The streets running the length of the island are called avenues, and are numbered from First upwards; the cross-thoroughfares bear the name of streets, and are numbered from First and go up to 225th. The buildings between two streets form a block, and twenty-one blocks, including the roadway, measure a mile. I was much struck with the English appearance of the city, and subsequently observed this to be a feature of all the great cities of the Eastern States; notably of Boston, Baltimore, and Philadelphia.",136-7,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 147.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,40.6797,-73.9463,Brooklyn,"Brooklyn, New York",United States of America,Northern America,North America,"Brooklyn, though a distinct city with separate municipal officers, is generally regarded as a dependency of New York; many of the merchants having their counting-houses in the latter, and residing in the former. It covers an area of twenty square miles, and contains a population of half-a-million. It is often called the “City of Churches” on account of the great number of its religious edifices; and it otherwise possesses many fine public buildings. Prominent amongst the latter, are the City Hall, a marble edifice of the Ionic order; the Court House, another marble building of Corinthian architecture, with a fine portico anddome; the Academy of Design; and the Mercantile Library; the latter, a fine Gothic building, with reading-rooms, and 40,000 volumes. Prospect Park is a large, and fine recreation ground, covering 550 acres of ground. The view from here, of the cities of New York, and Brooklyn; of the harbour, with its shipping; and the rivers, with their islands; is very fine. It is beautifully laid out, somewhat after the style of Central Park; but is more densely timbered, and its large meadows, shut in by wooded hills, give it a distinct individuality.",147,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 153-5.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,42.3571,-71.0628,Boston,"Boston, Massachusetts",United States of America,Northern America,North America,"Boston, the capital of the Old Bay State as Massachusetts is sometimes called, and chief city of New England, is situated on Massachusetts Bay and comprises Boston proper, East Boston, South Boston, Roxbury, and Dorchester. The city proper covers a peninsula only 700 acres in extent, and is consequently very closely built upon. East Boston occupies Maverick's Island, and having the greatest depth of water, at its wharves lie all the ocean steamers, and vessels of large draught. Some of these wharves are of considerable extent, that belonging to the Cunard Company being over 1,000 feet long. South Boston extends for about two miles along the south side of the harbour, by an arm of which, it is separated from Boston proper. The city is connected with Charlestown, one of its suburbs, by the Charles river bridge 1,5000 feet long; and with Cambridge, another of its suburbs, by the West Boston bridge 2,750 feet in length. The harbour covers an area of about seventy-five square miles, and is studded with numerous islands, which give it a very picturesque appearance. It is memorable for having been the scene of the occurrence, that led to the battle on the neighbouring heights of Bunker Hill, the actual beginning of the Revolutionary War, the results of which have been perhaps more important, than those of any other historical event. This occurrence, as is well-known, was the destruction, by a party of Bostonians disguised as Indians, of the obnoxious tea, attempted by the Home Government of the,day to be forced upon the colonists. Boston is one of the oldest cities in the States, having been founded in 1625, a few years after the settlement of New York. In 1872, it was the scene of an immense conflagration, which caused great devastation, destroying about 800 of the best buildings, which have however in an incredibly short space of time, been replaced by other, and better edifices. It is very much like an English provincial city in appearance, and is without doubt the most old-fashioned town in the States; the streets being mostly narrow and crooked, especially in the older part. Washington and Tremont Streets are the principal business thoroughfares, and contain many fine shops, and other buildings. Since the fire the streets generally have been widened, and otherwise improved. Boston has often been called the “Athens of America,” from Harvard University, the most ancient seat of learning in the country, being in its immediate vicinity; and from its possessing many other institutions devoted to higher learning. The pride of its New England inhabitants is proverbial, and was exemplified after the great conflagration; when Chicago and other towns collected by voluntary contribution, and forwarded a sum of £40,000, for the use of the people rendered homeless; which the Bostonians refused to accept, on the plea that they were rich enough to support their own poor. The public buildings of Boston are neither remarkable for their number, nor beauty; the most prominent are the State House, and the City Hall. The former is a building in the Grecian style of architecture, with an imposing colonnade in front, and surmounted by a gilded dome. The entrance leads directly into the Rotunda, in which are a fine statue of Washington, busts of former-governors, and trophies of banners and cannon. The City Hall is an imposing building of white granite, in the Italian Renaissance style, with a fine louvre dome. On the lawn in front is a fine bronze statue of Franklin.",153-5,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 160-1.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,41.7654,-72.6756,Hartford,"Hartford, Connecticut",United States of America,Northern America,North America,"After spending a few days in viewing the lions of Boston, I left by the New York and New Haven Railway for Hartford, which, until last year alternated with New Haven as the capital of Connecticut, but which has now been made the sole metropolis. It is one of the prettiest of the many pretty New England towns, lying in the valley of the Connecticut River, at the head of its navigation and junction with Park River; the country in the vicinity being rich, cultivated plains, interspersed with well-wooded hills, and dotted with villages and homesteads. The town itself is regularly laid out, some of the streets running parallel with the Connecticut river and being crossed by others at right angles; it is divided into two portions by Park river, which is spanned by numerous bridges. Main Street, the principal thoroughfare, presents for about a mile an unbroken front of shops, public buildings and churches. The city proper is connected with its suburb East Hartford, by a fine iron bridge over the Connecticut river 1,000 feet long. Hartford boasts a fine public park, covering forty six acres of ground, prettily situated on the banks of Park River; at the upper end of which, are the buildings of the Episcopal College of the Holy Trinity, the leading educational institution of the city, and one of the most important in the State. The course of instruction at Trinity College is similar to that at Yale; but more attention is paid to religious studies. There are about a hundred students in residence, and a staff of about twenty able professors. Divine Service is held twice daily, at which the attendance of the undergraduates is compulsory; and attached to the College is a fine Library of 7,000 volumes, where the mitre, which belonged to Bishop Seabury, is preserved as a relic,—such ornaments not being used in the American Episcopal Church. The College buildings are three in number, and are plain, substantial stone structures; but a new site for the College has been purchased, and it is intended to erect better and more suitable edifices.",160-1,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 164-6.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,41.8204,-71.4142,Providence,"Providence, Rhode Island",United States of America,Northern America,North America,"Leaving New Haven by the Stonington and Providence Railway, the road lies for some distance along the shores of Long Island Sound, through well-cultivated country; and after passing the important towns of New London, Stonington, and Westerly, we arrived at Providence, one of the capitals of Rhode Island, the smallest of all the States in the Union. This city is situated on an arm of Narrangansett Bay, called Providence River, and is, after Boston, the most populous and wealthy city in New England. It is a remarkably pretty place, the prettiest in fact of all the New England towns. The river flows into the centre of the city, where it expands into a fine lagoon, nearly a mile in circumference; and round this a park has been formed, planted with beautiful elms; in addition to which there are numerous greens or squares, and a pretty park of 100 acres, called after the founder of the city Roger Williams, by a descendant of whom it was presented to the citizens. The land upon which Providence is built, is somewhat hilly; and therefore unlike the flat monotony of New Haven, it presents a diversity of appearance, rendered picturesque by the hills being covered with fine residences. The principal business thoroughfare is Westminsterstreet, and from it extends the Arcade, one of the lions of the city, of which the people of Providence are very proud. This Arcade is 225 feet long and 80 feet wide, and has three stories containing shops; it is entered at either end through an imposing Doric portico. On the heights at one end of the town, are the six buildings of the Brown University, an old, and one of the best educational institutions in New England. These buildings stand in extensive grounds, and contain a large library and art collection. The public buildings of Providence are neither remarkable for their number, nor beauty; several now in course of erection, when completed, will materially add to the architecture of the city. In the centre of one of the squares, stands a very fine monument of granite, with five large bronze statues, erected to the memory of those Rhode Island soldiers and sailors, who fell in the Civil War. On this monument are inscribed the seventeen hundred and odd names of those it commemorates. Providence contains a population of over 100,000, and is the most important railway centre in New England, and the seat of many manufactures; the principal being cotton and woollen goods (it being the leading American market for “prints”), the Gorham-plate, the Peabody rifles, and the celebrated Corliss engines.",164-6,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 168-171.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,39.9537,-75.1685,Philadelphia,"Philadelphia, Pennsylvania",United States of America,Northern America,North America,"Philadelphia, the old Quaker City of Brotherly Love, as its name implies, is the largest in the States, in point of area, and the second in population. It is situated between the rivers Delaware and Schuylkill, about six miles above their junction; at present contains about 350 miles of paved streets, and a greater number of houses than any other city in America. It is very regularly laid out, the streets all running north and south, or east and west; the former are numbered successively from the Delaware to the Schuylkill, commencing with First Street, and going up to Twenty-third, and as the city has outgrown its former limits, they are now continued on the other side of the Schuylkill and proceed for a great distance. The houses in the streets running east and west, which have mostly pomological names, as Chestnut Street, Walnut Street, Vine Street, Filbert Street, &c., are all numbered from east to west; all between First and Second Streets, being numbered from 100 to 200, and all between Second and Third Streets, from 200 to 300, and so on. This is a system that might advantageously be carried out in all new cities, as it enables a stranger to find his way about very easily. For instance, if the nearest house be 940 then the visitor knows he is between Ninth and Tenth Streets; and in like manner, as all the numbered streets running north and south are allowed a hundred numbers, for each block distant from Market Street, the centre of the city; a stranger has only to learn the cardinal points, and he can calculate to a nicety, his distance from the Delaware or Market Street. The streets however are not wide, and in spite of their regularity, Philadelphia cannot be called a fine city; especially as its public buildings are not so imposing as those of many less important places. Like Boston, it much resembles an English city, and the inhabitants generally have an old-country look. The great feature of Philadelphia is Fairmount Park, one of the largest in the world, covering a space of 2,740 acres, extending for seven miles on both sides of the Schuylkill River, and Wissahickon Creek. It is nearly fourteen miles in length, and possesses great natural beauty; though up to the present time, little has been done towards its improvement. Within the park are situated the reservoirs that supply the city with water, which latter is brought from the Schuylkill, and forced up to the reservoirs by hydraulic power. Fairmount also contains a colossal bronze statue of Abraham Lincoln, and a small Art gallery in which are a few very fine pictures. Adjoining, is the new Zoological garden, which has only recently been formed, but which already contains a good collection of animals. The grounds are well laid out, and the various houses for the animals are very elegant structures. There are some pretty squares in the city. Logan Square contains seven acres, nicely arranged; Washington Square is enclosed by a handsome iron railing, is very well kept, and contains a specimen of every kind of tree that will grow in this climate, whether indigenous or not. Franklin Square has a fine fountain in the centre, and has a very trim appearance. Rittenhouse Square is in the aristocratic portion of the city, and is surrounded by fine mansions. The principal streets are Chestnut Street, which contains the best retail establishments; Market Street, the principal business thoroughfare; and Broad Street, containing the principal private residences and churches. Other leading thoroughfares are Lombard, Arch, Race, Vine, and Third Streets.",168-171,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 217-9.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,39.2918,-76.6092,Baltimore,"Baltimore, Maryland",United States of America,Northern America,North America,"After having spent a couple of weeks in Philadelphia, I was soon conveyed by rail to Baltimore, the chief city of Maryland, and in population and commerce, one of the principal in the United States. The scenery on the route from Philadelphia to Baltimore is uninteresting, although numerous well-cultivated farms, and many thriving towns are passed. Amongst the latter may be enumerated Chester, the oldest town in Pennsylvania, it having been settled by some Swedes in 1643; Wilmington, the capital of the State of Delaware with a population of over 30,000, and the seat of many important industries; and Newark, a pretty little place, containing the well-known Delaware College. Shortly after leaving the latter place, the train crosses the celebrated Mason and Dixon's line, so long the boundary between the Northern and Southern States. At Havre de Grace we crossed the beautiful Susquehanna River, with its numerous pretty islands, on a bridge nearly a mile in length. This has been erected in place of the one destroyed by the Confederate soldiers in the late Civil War, for the purpose of cutting off the Federal communication with Washington. Baltimore is situated on the Patapsco River, about fourteen miles from the entrance to Chesapeake Bay; its harbour is very capacious, and consists of an inner and outer basin, protected by Fort McHenry. The city is very much like a large English provincial town in appearance, and cannot by any means be called pretty; the streets being narrow, and closely built upon; but it is one of the cleanest towns in America. The inhabitants, who pride themselves upon being the handsomest people in the States, are quiet and orderly; and the town generally has a more homely appearance than is usually the case with American cities. Altogether I would as soon live in Baltimore, as in any town in the United States. Baltimore is sometimes called the “Monumental City;” why,—it is difficult to imagine; because it only possesses three Monuments, which are however very fine. The Washington Memorial is a Doric shaft 176 feet in height, resting on a huge pedestal, and supporting a colossal statue of Washington; it forms a very imposing landmark. Battle Monument, erected to the memory of those, who fell in defending the city in 1814, when attacked by the British, is also a fine column in the form of a Roman Fasces, surmounted by a female figure representing Baltimore, the base being in the form of an Egyptian temple. There is also a fine statue erected in honor of Thomas Wildey, the founder in the States of the order of Odd Fellows. The principal edifice in the city is the new City Hall, one of the finest municipal buildings in the country. It is built entirely of white marble, in the composite style, surmounted by an immense dome; but it stands in a narrow street, where its fine proportions are not seen to advantage. The Exchange is a fine building, having on its two façades colonnades of six Ionic columns, the shafts of which are single blocks of marble of admirable workmanship. It is crowned by a large cupola, beautifully frescoed in the interior, and contains a fine reading-room. In this building are the Post Office, the Custom House and the Merchants' Bank. The Baltimore Athenæum is a fine institution, with a library of 26,000 volumes. The Peabody Institute is a fine white marble building erected by the late George Peabody the well-known philanthropist; it contains a free library of 56,000 books, and in connection with it, is an Academy of Arts.",217-9,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 221.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,38.9784,-76.492,Annapolis,"Annapolis, Maryland",United States of America,Northern America,North America,"I availed myself of an opportunity that offered to proceed down the Patapsco River, and Chesapeake Bay, to visit Annapolis the capital of Maryland. The view of Baltimore from the river is very picturesque, and the trip down the Bay is most pleasant. Whilst at Annapolis, I visited the Senate Chamber in the State House, memorable for being the room, in which Washington resigned his commission as Commander-in-Chief of the forces, into the hands of Congress; after the objects of the Revolution had been attained. It contains a fine painting commemorating this scene; and Washington's address, and the reply of Congress, are also to be seen. The principal Naval College of the United States is at Annapolis; the buildings, situated in extensive grounds, seem to be excellently well adapted for the purpose, and the internal arrangements are said to be very good. In addition to an ordinary wooden training-ship, there is an iron Monitor in connection with the College; so that the cadets are practically trained in the management of that class of war vessel.",221,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 221-4.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,38.8998,-77.0319,"Washington, D.C.","Washington, D.C.",United States of America,Northern America,North America,"Returning to Baltimore, I took train for Washington, the political metropolis of the Republic. Washington is situated on the north bank of the Potomac River, within an area of ten square miles, reserved for the Capital, in the District of Columbia. This Federal District of Columbia contains about sixty square miles,—its chief cities being Washington, the capital of the Union, and Georgetown. The object of making a Federal district, in which to place the capital of the country, was, to prevent any one State from exercising undue influence, by having the metropolis within its jurisdiction. The old law-makers of the Republic, in its early days, seem to have regarded this point as very essential to the common weal; and jealously watched that no one State gained an ascendancy over the others, in the Councils of the country. They had also in view the dangers of centralization, and in every case, second-rate towns were made the political capitals of the different States; so that, at the present time, it is seldom the capital of the State is at the same time its chief city. It is a singular anomaly, that Washington, the centre as it were of a purely democratic republic, has neither part nor lot in the authority to which it is subject. It sends no member to Congress, being in this respect less favourably situated than the Territories, which do return delegates to speak, if not to vote. The District of Columbia, in short, has taxation without representation. The city of Washington, originally designed by A. Ellicott, during the presidency of Washington, who by the way wished it to be called “The Federal City,” was laid out on a very grand scale, as it was anticipated that it would become an immense metropolis. This has, however, not proved the case, as the city has no commercial importance: it has consequently a ridiculously straggling appearance, and in it, palaces alternate with buildings that may comparatively be termed shanties. It is built on the rectangular parallelogrammic plan so common in America. The streets are all wide, and shaded by fine trees, and are divided into numbered streets, lettered streets, and avenues: thus, First, Second, and Third streets are crossed at right angles by A, B, and C streets; whilst the avenues, named after the different States of the Union, form the main arteries of the city. The principal of these is Pennsylvania Avenue, especially that portion which extends from the White House to the Capitol, and in it are situated most of the public buildings; whilst the best retail establishments are in Seventh street. The city contains a population of about 110,000 inhabitants; but this number is much increased during the sessions of Congress, when it swarms with political agents, needy office-seekers, and general hangers-on. The great feature however, of Washington, is its public buildings, foremost among which, stands the grand Capitol, one of the largest, and of its kind perhaps the finest edifice in the world. It crowns the summit of Capitol Hill, and consists of a main or central building, 352 feet long, and 121 feet deep, and two wings each 238 feet by 140 feet, covering together 3½ acres of ground. It may be said to be three distinct Grecian temples, each having a rich Corinthian portico, the centre one being surmounted by an immense dome, which altogether dwarfs its noble proportions, and which though painted to resemble marble, is constructed of iron. The central building is constructed of light yellow freestone painted white; the two extensions are of pure white marble, and the general appearance is severely classic, although it has a great fault, inasmuch as it fronts up hill, and its principal façade is turned away from the City. It stands within some thirty acres of grounds, beautifully laid out, and adorned with statuary; and in front of the building stands Greenough's colossal statue of Washington.",221-4,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
