Author,Title,Citation,PlaceofPublication,Publisher_Printer,YearOfPublications,PresumedGender,BirthCountry,Language(Original),LanguageofTranslation,Date-Travel_Begin,Date-Travel_End,Calendar-Conversion-Dates,Century,DecadeMaterialCovers,Latitude,Longitude,PlaceDescribed,Place-ModernName,Country,Region,Continent,TranscriptionofDescription,Pages,Graphic,Page_Graphic,Repository,URI
Benjamin of Tudela,The Itinerary of Benjamin of Tudela,"Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",New York,House of the Jewish Book,1907,Male,Spain,Hebrew,English,1160,1173,,12th century,1160s,41.90278,12.49636,Rome,,Italy,Mediterranean; Southern Europe,Europe,"Thence it is six days' journey to the great city of Rome. Rome is the head of the kingdoms of Christendom, and contains about 200 Jews, who occupy an honourable position and pay no tribute, and amongst them are officials of the Pope Alexander, the spiritual head of all Christendom. Great scholars reside here, at the head of them being R. Daniel, the chief rabbi, and R. Jechiel, an official of the Pope. He is a handsome young man of intelligence and wisdom, and he has the entry of the Pope's palace; for he is the steward of his house and of all that he has. He is a grandson of R. Nathan, who composed the Aruch and its commentaries. Other scholars are R. Joab, son of the chief rabbi R. Solomon, R. Menachem, head of the academy, R. Jechiel, who lives in Trastevere, and R. Benjamin, son of R. Shabbethai of blessed memory. Rome is divided into two parts by the River Tiber. In the one part is the great church which they call St. Peter's of Rome. The great Palace of Julius Caesar was also in Rome.
 There are many wonderful structures in the city, different from any others in the world. Including both its inhabited and ruined parts, Rome is about twenty-four miles in circumference. In the midst thereof there are eighty palaces belonging to eighty kings who lived there, each called Imperator, commencing from King Tarquinius down to Nero and Tiberius, who lived at the time of Jesus the Nazarene, ending with Pepin, who freed the land of Sepharad from Islam, and was father of Charlemagne.
 ...
 There is also a cave in a hill on one bank of the River Tiber where are the graves of the ten martyrs. In front of St. John in the Lateran there are statues of Samson in marble, with a spear in his hand, and of Absalom the son of King David, and another of Constantinus the Great, who built Constantinople and after whom it was called. The last-named statue is of bronze, the horse being overlaid with gold. Many other edifices are there, and remarkable sights beyond enumeration.",7-May,,,Project Gutenberg,https://www.gutenberg.org/ebooks/14981
Benjamin of Tudela,The Itinerary of Benjamin of Tudela,"Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",New York,House of the Jewish Book,1907,Male,Spain,Hebrew,English,1160,1173,,12th century,1160s,41.899647,12.487023,Palace of Titus,Palatine Hill,Italy,Mediterranean; Southern Europe,Europe,"There is a palace outside Rome (said to be of Titus). The Consul and his 300 Senators treated him with disfavour, because he failed to take Jerusalem till after three years, though they had bidden him to capture it within two.
 In Rome is also the palace of Vespasianus, a great and very strong building; also the Colosseum, in which edifice there are 365 sections, according to the days of the solar year; and the circumference of these palaces is three miles. There were battles fought here in olden times, and in the palace more than 100,000 men were slain, and there their bones remain piled up to the present day. The king caused to be engraved a representation of the battle and of the forces on either side facing one another, both warriors and horses, all in marble, to exhibit to the world the war of the days of old.",7-May,,,Project Gutenberg,https://www.gutenberg.org/ebooks/14981
Benjamin of Tudela,The Itinerary of Benjamin of Tudela,"Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",New York,House of the Jewish Book,1907,Male,Spain,Hebrew,English,1160,1173,,12th century,1160s,41.89027,12.49222,Colosseum,,Italy,Mediterranean; Southern Europe,Europe,"Colosseum, in which edifice there are 365 sections, according to the days of the solar year; and the circumference of these palaces is three miles. There were battles fought here in olden times, and in the palace more than 100,000 men were slain, and there their bones remain piled up to the present day. The king caused to be engraved a representation of the battle and of the forces on either side facing one another, both warriors and horses, all in marble, to exhibit to the world the war of the days of old.",7-May,,,Project Gutenberg,https://www.gutenberg.org/ebooks/14981
Benjamin of Tudela,The Itinerary of Benjamin of Tudela,"Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",New York,House of the Jewish Book,1907,Male,Spain,Hebrew,English,1160,1173,,12th century,1160s,41.85928,12.50847,Roman catacombs,,Italy,Mediterranean; Southern Europe,Europe,"[Location near the entrance of several catacombs.]
 In Rome there is a cave which runs underground, and catacombs of King Tarmal Galsin and his royal consort who are to be found there, seated upon their thrones, and with them about a hundred royal personages. They are all embalmed and preserved to this day. In the church of St. John in the Lateran there are two bronze columns taken from the Temple, the handiwork of King Solomon, each column being engraved ""Solomon the son of David."" The Jews of Rome told me that every year upon the 9th of Ab they found the columns exuding moisture like water. There also is the cave where Titus the son of Vespasianus stored the Temple vessels which he brought from Jerusalem.",7-May,,,Project Gutenberg,https://www.gutenberg.org/ebooks/14981
Benjamin of Tudela,The Itinerary of Benjamin of Tudela,"Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",New York,House of the Jewish Book,1907,Male,Spain,Hebrew,English,1160,1173,,12th century,1160s,41.10555,14.21388,Capua,,Italy,Mediterranean; Southern Europe,Europe,"From Rome it is four days to Capua, the large town which King Capys built. It is a fine city, but its water is bad, and the country is fever-stricken. About 300 Jews live there, among them great scholars and esteemed persons, at their heads being R. Conso, his brother R. Israel, R. Zaken and the chief rabbi R. David, since deceased. They call this district the Principality.",7,,,Project Gutenberg,https://www.gutenberg.org/ebooks/14981
Benjamin of Tudela,The Itinerary of Benjamin of Tudela,"Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",New York,House of the Jewish Book,1907,Male,Spain,Hebrew,English,1160,1173,,12th century,1160s,40.90197,14.33264,Naples,,Italy,Mediterranean; Southern Europe,Europe,"From this place a man can travel fifteen miles along a road under the mountains, a work executed by King Romulus who built the city of Rome. He was prompted to this by fear of King David and Joab his general. He built fortifications both upon the mountains and below the mountains reaching as far as the city of Naples. Naples is a very strong city, lying upon the sea-board, and was founded by the Greeks. About 500 Jews live here, amongst them R. Hezekiah, R. Shallum, R. Elijah Hacohen and R. Isaac of Har Napus, the chief rabbi of blessed memory.",8,,,Project Gutenberg,https://www.gutenberg.org/ebooks/14981
Benjamin of Tudela,The Itinerary of Benjamin of Tudela,"Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",New York,House of the Jewish Book,1907,Male,Spain,Hebrew,English,1160,1173,,12th century,1160s,40.62629,14.37579,Sorrento,Pozzuoli,Italy,Mediterranean; Southern Europe,Europe,"From there one goes to Pozzuoli which is called Sorrento the Great, built by Zur, son of Hadadezer, when he fled in fear of David the king. The sea has risen and covered the city from its two sides, and at the present day one can still see the markets and towers which stood in the midst of the city. A spring issues forth from beneath the ground containing the oil which is called petroleum. People collect it from the surface of the water and use it medicinally. There are also hot-water springs to the number of about twenty, which issue from the ground and are situated near the sea, and every man who has any disease can go and bathe in them and get cured. All the afflicted of Lombardy visit it in the summer-time for that purpose.
 From this place a man can travel fifteen miles along a road under the mountains, a work executed by King Romulus who built the city of Rome. He was prompted to this by fear of King David and Joab his general. He built fortifications both upon the mountains and below the mountains reaching as far as the city of Naples.",8,,,Project Gutenberg,https://www.gutenberg.org/ebooks/14981
Benjamin of Tudela,The Itinerary of Benjamin of Tudela,"Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",New York,House of the Jewish Book,1907,Male,Spain,Hebrew,English,1160,1173,,12th century,1160s,40.68244,14.76809,Salerno,,Italy,Mediterranean; Southern Europe,Europe,"From hence you go in one Day to Salerpho, or rather Salerno, where there is a College of Edomitish Physicians, together with about six hundred Jews; those among them, who excel in Wisdom, are R. Juda, Son of R. Isaac, the celebrated Rabbi Melchisedec, Siphonath, or Siponto, R. Solomon the Priest, R. Elias, the Javanite, R. Abraham, of Narbonne, and lastly R. Thimmon. The Town is defended by a Wall on the fide of the Continent, the other Part hangs over the Sea Shore; and it has for farther Security a Tower strongly fortified on the Summit of a high Hill.",8,,,Project Gutenberg,https://www.gutenberg.org/ebooks/14981
Benjamin of Tudela,The Itinerary of Benjamin of Tudela,"Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",New York,House of the Jewish Book,1907,Male,Spain,Hebrew,English,1160,1173,,12th century,1160s,40.99331,15.6531,Amalfi,,Italy,Mediterranean; Southern Europe,Europe,"Melfi, or Amalfi, is a half Day’s Journey from Salerpho, w-here there are about twenty Jews, among whom are Hananeel, the Physician, and R. Elifha, together with Abu Algid, the magnificent, of happy Memory. The Gentiles who inhabit that Part of that Country are Merchants, who travel to different Parts with their Merchandize : they never sow their Ground, but provide all Necessaries with Money (which they gain by Traffic.) Though they live in the high -Mountains and Summits of the Rocks, yet they abound in Wine and Olive Vineyards, Gardens and Orchards, nor are any People able to contend in War with them.",9,,,Project Gutenberg,https://www.gutenberg.org/ebooks/14981
Benjamin of Tudela,The Itinerary of Benjamin of Tudela,"Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",New York,House of the Jewish Book,1907,Male,Spain,Hebrew,English,1160,1173,,12th century,1160s,41.12976,14.78262,Benevento,,Italy,Mediterranean; Southern Europe,Europe,"Thence it is a day's journey to Benevento, which is a city situated between the sea-coast and a mountain, and possessing a community of about 200 Jews. At their head are R. Kalonymus, R. Zarach, and R. Abraham.",9,,,Project Gutenberg,https://www.gutenberg.org/ebooks/14981
Benjamin of Tudela,The Itinerary of Benjamin of Tudela,"Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",New York,House of the Jewish Book,1907,Male,Spain,Hebrew,English,1160,1173,,12th century,1160s,40.99331,15.6531,Melfi,,Italy,Mediterranean; Southern Europe,Europe,"Melfi, or Amalfi, is a half Day’s Journey from Salerpho, w-here there are about twenty Jews, among whom are Hananeel, the Physician, and R. Elifha, together with Abu Algid, the magnificent, of happy Memory. The Gentiles who inhabit that Part of that Country are Merchants, who travel to different Parts with their Merchandize : they never sow their Ground, but provide all Necessaries with Money (which they gain by Traffic.) Though they live in the high -Mountains and Summits of the Rocks, yet they abound in Wine and Olive Vineyards, Gardens and Orchards, nor are any People able to contend in War with them.",9,,,Project Gutenberg,https://www.gutenberg.org/ebooks/14981
Benjamin of Tudela,The Itinerary of Benjamin of Tudela,"Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",New York,House of the Jewish Book,1907,Male,Spain,Hebrew,English,1160,1173,,12th century,1160s,42.84753,13.56683,Ascoli,,Italy,Mediterranean; Southern Europe,Europe,"Afcuii is one Day’s Journey beyond it. Among the forty Jews who live here, R. Kontilo, his Son in Law R. Tzemah, and R. Joseph, of laudable Memory, are the most celebrated.",9,,,Project Gutenberg,https://www.gutenberg.org/ebooks/14981
Benjamin of Tudela,The Itinerary of Benjamin of Tudela,"Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",New York,House of the Jewish Book,1907,Male,Spain,Hebrew,English,1160,1173,,12th century,1160s,41.27748,16.41783,Trani,,Italy,Mediterranean; Southern Europe,Europe,"Trani is two Days Journey from hence, it lies very near the Sea: here Travellers embark for Jerusalem, because the Haven or Port is the most commodious for that Purpose. Here you find a College of near two hundred Israelites, the chief of whom are R. Elias, R. Nathan, the Preacher, and R. Jacob. The City itself is elegant and spacious.",9,,,Project Gutenberg,https://www.gutenberg.org/ebooks/14981
Benjamin of Tudela,The Itinerary of Benjamin of Tudela,"Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",New York,House of the Jewish Book,1907,Male,Spain,Hebrew,English,1160,1173,,12th century,1160s,40.46436,17.24703,Taranto,,Italy,Mediterranean; Southern Europe,Europe,"from hence you go in half a Day to Tarento, the beginning of the Kingdom of Calabria, where the Inhabitants are Javanites. It is a great City, in which there are about three hundred Jews, some of whom are very great Philosophers ; the most eminent are R. Mali, R. Nathan, and R. Israel.",9,,,Project Gutenberg,https://www.gutenberg.org/ebooks/14981
Benjamin of Tudela,The Itinerary of Benjamin of Tudela,"Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",New York,House of the Jewish Book,1907,Male,Spain,Hebrew,English,1160,1173,,12th century,1160s,40.63272,17.94176,Brindisi,,Italy,Mediterranean; Southern Europe,Europe,"Barnedis is a Day’s Journey from hence, it lies near the Sea ; in which there are about ten Jews, who are Dyers of Purple.",9,,,Project Gutenberg,https://www.gutenberg.org/ebooks/14981
Benjamin of Tudela,The Itinerary of Benjamin of Tudela,"Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",New York,House of the Jewish Book,1907,Male,Spain,Hebrew,English,1160,1173,,12th century,1160s,39.62426,19.92167,Corfu,,Greece,Mediterranean; Southern Europe,Europe,"… from hence, after a two Days Voyage, you reach Okrophus, or Corfu, where there is only one Jew, named R. Joseph. This Place is reckoned hitherto to belong to the Kingdom of Sicily.",10,,,Project Gutenberg,https://www.gutenberg.org/ebooks/14981
Benjamin of Tudela,The Itinerary of Benjamin of Tudela,"Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",New York,House of the Jewish Book,1907,Male,Spain,Hebrew,English,1160,1173,,12th century,1160s,39.15824,20.98768,Arta,Larta,Greece,Mediterranean; Southern Europe,Europe,"Thence it is two days' voyage to the land of Larta (Arta), which is the beginning of the dominions of Emanuel, Sovereign of the Greeks. It is a place containing about 100 Jews, at their head being R. Shelachiah and R. Hercules.",10,,,Project Gutenberg,https://www.gutenberg.org/ebooks/14981
Benjamin of Tudela,The Itinerary of Benjamin of Tudela,"Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",New York,House of the Jewish Book,1907,Male,Spain,Hebrew,English,1160,1173,,12th century,1160s,38.24663,21.73457,Patras,,Greece,Mediterranean; Southern Europe,Europe,"From Natolicon) you coast it along in one Day to Patras, a City which belonged to Antipater, King of the Javanites, who was one of the four Kings who succeeded Alexander. Here are to be seen large and ancient Buildings, and here are about fifty Jews those of most note are R. Isaac, R. Jacob, and R. Samuel.",10,,,Project Gutenberg,https://www.gutenberg.org/ebooks/14981
Benjamin of Tudela,The Itinerary of Benjamin of Tudela,"Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",New York,House of the Jewish Book,1907,Male,Spain,Hebrew,English,1160,1173,,12th century,1160s,38.39297,21.83487,Lepanto,,Greece,Mediterranean; Southern Europe,Europe,"Half a day's journey by way of the sea takes one to Kifto (Lepanto), where there are about 100 Jews, who live on the sea-coast; at their head are R. Guri, R. Shallum, and R. Abraham. From there it is a journey of a day and a half to Crissa, where about 200 Jews live apart. They sow and reap on their own land; at their head are R. Solomon, R. Chayim, and R. Jedaiah.",10,,,Project Gutenberg,https://www.gutenberg.org/ebooks/14981
Benjamin of Tudela,The Itinerary of Benjamin of Tudela,"Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",New York,House of the Jewish Book,1907,Male,Spain,Hebrew,English,1160,1173,,12th century,1160s,38.47538,22.46894,Crissa,,Greece,Mediterranean; Southern Europe,Europe,"From there it is a journey of a day and a half to Crissa, where about 200 Jews live apart. They sow and reap on their own land; at their head are R. Solomon, R. Chayim, and R. Jedaiah.",10,,,Project Gutenberg,https://www.gutenberg.org/ebooks/14981
